area_id,node_id,date,split,icy_label
"Arlington, Texaas, US",0,2026-01-26 04:00:00+00:00,train,1
"Boston, Massachusetts US",0,2026-01-26 04:00:00+00:00,train,1
"Indianapolis, US",0,2026-01-26 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",0,2026-01-26 04:00:00+00:00,train,1
"Louisville, Kentucky, US",0,2026-01-26 04:00:00+00:00,train,1
"Lubbock, Texaas, US",0,2026-01-26 04:00:00+00:00,train,1
"Nashville, Tennessee, US",0,2026-01-26 04:00:00+00:00,train,1
"newyork, US",0,2026-01-26 04:00:00+00:00,train,1
"Oklahoma, US",0,2026-01-26 04:00:00+00:00,train,1
"Philadelphia, US",0,2026-01-26 04:00:00+00:00,train,1
"Arlington, Texaas, US",0,2026-01-27 04:00:00+00:00,train,0
"Boston, Massachusetts US",0,2026-01-27 04:00:00+00:00,train,1
"Indianapolis, US",0,2026-01-27 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",0,2026-01-27 04:00:00+00:00,train,0
"Louisville, Kentucky, US",0,2026-01-27 04:00:00+00:00,train,0
"Lubbock, Texaas, US",0,2026-01-27 04:00:00+00:00,train,1
"Nashville, Tennessee, US",0,2026-01-27 04:00:00+00:00,train,0
"newyork, US",0,2026-01-27 04:00:00+00:00,train,1
"Oklahoma, US",0,2026-01-27 04:00:00+00:00,train,0
"Philadelphia, US",0,2026-01-27 04:00:00+00:00,train,1
"Arlington, Texaas, US",0,2026-01-28 04:00:00+00:00,train,0
"Boston, Massachusetts US",0,2026-01-28 04:00:00+00:00,train,1
"Indianapolis, US",0,2026-01-28 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",0,2026-01-28 04:00:00+00:00,train,0
"Louisville, Kentucky, US",0,2026-01-28 04:00:00+00:00,train,0
"Lubbock, Texaas, US",0,2026-01-28 04:00:00+00:00,train,0
"Nashville, Tennessee, US",0,2026-01-28 04:00:00+00:00,train,1
"newyork, US",0,2026-01-28 04:00:00+00:00,train,0
"Oklahoma, US",0,2026-01-28 04:00:00+00:00,train,0
"Philadelphia, US",0,2026-01-28 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-01-29 04:00:00+00:00,train,0
"Boston, Massachusetts US",0,2026-01-29 04:00:00+00:00,train,0
"Indianapolis, US",0,2026-01-29 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",0,2026-01-29 04:00:00+00:00,train,0
"Louisville, Kentucky, US",0,2026-01-29 04:00:00+00:00,train,0
"Lubbock, Texaas, US",0,2026-01-29 04:00:00+00:00,train,0
"Nashville, Tennessee, US",0,2026-01-29 04:00:00+00:00,train,1
"newyork, US",0,2026-01-29 04:00:00+00:00,train,0
"Oklahoma, US",0,2026-01-29 04:00:00+00:00,train,0
"Philadelphia, US",0,2026-01-29 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-01-30 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-01-31 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-01 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-02 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-03 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-04 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-05 04:00:00+00:00,train,0
"Arlington, Texaas, US",0,2026-02-06 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-21 04:00:00+00:00,train,1
"Memphis, US",1,2026-01-21 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-21 04:00:00+00:00,train,0
"newyork, US",1,2026-01-21 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-21 04:00:00+00:00,train,0
"Philadelphia, US",1,2026-01-21 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-22 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-22 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",1,2026-01-22 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-22 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-22 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-22 04:00:00+00:00,train,0
"newyork, US",1,2026-01-22 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-22 04:00:00+00:00,train,0
"Philadelphia, US",1,2026-01-22 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-23 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-23 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",1,2026-01-23 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-23 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-23 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-23 04:00:00+00:00,train,0
"newyork, US",1,2026-01-23 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-23 04:00:00+00:00,train,1
"Philadelphia, US",1,2026-01-23 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-24 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-24 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",1,2026-01-24 04:00:00+00:00,train,1
"Louisville, Kentucky, US",1,2026-01-24 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-24 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-24 04:00:00+00:00,train,0
"newyork, US",1,2026-01-24 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-24 04:00:00+00:00,train,1
"Philadelphia, US",1,2026-01-24 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-25 04:00:00+00:00,train,1
"Indianapolis, US",1,2026-01-25 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",1,2026-01-25 04:00:00+00:00,train,1
"Louisville, Kentucky, US",1,2026-01-25 04:00:00+00:00,train,1
"Memphis, US",1,2026-01-25 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-25 04:00:00+00:00,train,1
"newyork, US",1,2026-01-25 04:00:00+00:00,train,1
"Oklahoma, US",1,2026-01-25 04:00:00+00:00,train,1
"Philadelphia, US",1,2026-01-25 04:00:00+00:00,train,1
"College Park, Maryland, US",1,2026-01-26 04:00:00+00:00,train,1
"Indianapolis, US",1,2026-01-26 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",1,2026-01-26 04:00:00+00:00,train,1
"Louisville, Kentucky, US",1,2026-01-26 04:00:00+00:00,train,1
"Memphis, US",1,2026-01-26 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-26 04:00:00+00:00,train,1
"newyork, US",1,2026-01-26 04:00:00+00:00,train,1
"Oklahoma, US",1,2026-01-26 04:00:00+00:00,train,1
"Philadelphia, US",1,2026-01-26 04:00:00+00:00,train,1
"College Park, Maryland, US",1,2026-01-27 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-27 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",1,2026-01-27 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-27 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-27 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-27 04:00:00+00:00,train,0
"newyork, US",1,2026-01-27 04:00:00+00:00,train,1
"Oklahoma, US",1,2026-01-27 04:00:00+00:00,train,0
"Philadelphia, US",1,2026-01-27 04:00:00+00:00,train,1
"College Park, Maryland, US",1,2026-01-28 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-28 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",1,2026-01-28 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-28 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-28 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-28 04:00:00+00:00,train,1
"newyork, US",1,2026-01-28 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-28 04:00:00+00:00,train,0
"Philadelphia, US",1,2026-01-28 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-29 04:00:00+00:00,train,0
"Indianapolis, US",1,2026-01-29 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",1,2026-01-29 04:00:00+00:00,train,0
"Louisville, Kentucky, US",1,2026-01-29 04:00:00+00:00,train,0
"Memphis, US",1,2026-01-29 04:00:00+00:00,train,0
"Nashville, Tennessee, US",1,2026-01-29 04:00:00+00:00,train,1
"newyork, US",1,2026-01-29 04:00:00+00:00,train,0
"Oklahoma, US",1,2026-01-29 04:00:00+00:00,train,0
"Philadelphia, US",1,2026-01-29 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-30 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-01-31 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-02-01 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-02-02 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-02-03 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-02-04 04:00:00+00:00,train,0
"College Park, Maryland, US",1,2026-02-05 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-21 04:00:00+00:00,train,1
"Lubbock, Texaas, US",2,2026-01-21 04:00:00+00:00,train,0
"Memphis, US",2,2026-01-21 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-21 04:00:00+00:00,train,0
"newyork, US",2,2026-01-21 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-21 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-21 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-22 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-22 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-22 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-22 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-22 04:00:00+00:00,train,0
"Memphis, US",2,2026-01-22 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-22 04:00:00+00:00,train,0
"newyork, US",2,2026-01-22 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-22 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-22 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-23 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-23 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-23 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-23 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-23 04:00:00+00:00,train,1
"Memphis, US",2,2026-01-23 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-23 04:00:00+00:00,train,0
"newyork, US",2,2026-01-23 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-23 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-23 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-24 04:00:00+00:00,train,0
"Indianapolis, US",2,2026-01-24 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-24 04:00:00+00:00,train,1
"Louisville, Kentucky, US",2,2026-01-24 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-24 04:00:00+00:00,train,1
"Memphis, US",2,2026-01-24 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-24 04:00:00+00:00,train,0
"newyork, US",2,2026-01-24 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-24 04:00:00+00:00,train,1
"Philadelphia, US",2,2026-01-24 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-25 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-25 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",2,2026-01-25 04:00:00+00:00,train,1
"Louisville, Kentucky, US",2,2026-01-25 04:00:00+00:00,train,1
"Lubbock, Texaas, US",2,2026-01-25 04:00:00+00:00,train,1
"Memphis, US",2,2026-01-25 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-25 04:00:00+00:00,train,1
"newyork, US",2,2026-01-25 04:00:00+00:00,train,1
"Oklahoma, US",2,2026-01-25 04:00:00+00:00,train,1
"Philadelphia, US",2,2026-01-25 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-26 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-26 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",2,2026-01-26 04:00:00+00:00,train,1
"Louisville, Kentucky, US",2,2026-01-26 04:00:00+00:00,train,1
"Lubbock, Texaas, US",2,2026-01-26 04:00:00+00:00,train,1
"Memphis, US",2,2026-01-26 04:00:00+00:00,train,1
"Nashville, Tennessee, US",2,2026-01-26 04:00:00+00:00,train,1
"newyork, US",2,2026-01-26 04:00:00+00:00,train,1
"Oklahoma, US",2,2026-01-26 04:00:00+00:00,train,1
"Philadelphia, US",2,2026-01-26 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-27 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-27 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-27 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-27 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-27 04:00:00+00:00,train,0
"Memphis, US",2,2026-01-27 04:00:00+00:00,train,0
"Nashville, Tennessee, US",2,2026-01-27 04:00:00+00:00,train,0
"newyork, US",2,2026-01-27 04:00:00+00:00,train,1
"Oklahoma, US",2,2026-01-27 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-27 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-28 04:00:00+00:00,train,1
"Indianapolis, US",2,2026-01-28 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-28 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-28 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-28 04:00:00+00:00,train,0
"Memphis, US",2,2026-01-28 04:00:00+00:00,train,0
"Nashville, Tennessee, US",2,2026-01-28 04:00:00+00:00,train,1
"newyork, US",2,2026-01-28 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-28 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-28 04:00:00+00:00,train,0
"Boston, Massachusetts US",2,2026-01-29 04:00:00+00:00,train,0
"Indianapolis, US",2,2026-01-29 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",2,2026-01-29 04:00:00+00:00,train,0
"Louisville, Kentucky, US",2,2026-01-29 04:00:00+00:00,train,0
"Lubbock, Texaas, US",2,2026-01-29 04:00:00+00:00,train,0
"Memphis, US",2,2026-01-29 04:00:00+00:00,train,0
"Nashville, Tennessee, US",2,2026-01-29 04:00:00+00:00,train,1
"newyork, US",2,2026-01-29 04:00:00+00:00,train,0
"Oklahoma, US",2,2026-01-29 04:00:00+00:00,train,0
"Philadelphia, US",2,2026-01-29 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-21 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-21 04:00:00+00:00,train,1
"Louisville, Kentucky, US",3,2026-01-21 04:00:00+00:00,train,1
"Lubbock, Texaas, US",3,2026-01-21 04:00:00+00:00,train,0
"Memphis, US",3,2026-01-21 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-21 04:00:00+00:00,train,0
"newyork, US",3,2026-01-21 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-21 04:00:00+00:00,train,0
"Philadelphia, US",3,2026-01-21 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-22 04:00:00+00:00,train,0
"Boston, Massachusetts US",3,2026-01-22 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-22 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-22 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-22 04:00:00+00:00,train,0
"Louisville, Kentucky, US",3,2026-01-22 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-22 04:00:00+00:00,train,0
"Memphis, US",3,2026-01-22 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-22 04:00:00+00:00,train,0
"newyork, US",3,2026-01-22 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-22 04:00:00+00:00,train,0
"Philadelphia, US",3,2026-01-22 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-23 04:00:00+00:00,train,1
"Boston, Massachusetts US",3,2026-01-23 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-23 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-23 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-23 04:00:00+00:00,train,0
"Louisville, Kentucky, US",3,2026-01-23 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-23 04:00:00+00:00,train,1
"Memphis, US",3,2026-01-23 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-23 04:00:00+00:00,train,0
"newyork, US",3,2026-01-23 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-23 04:00:00+00:00,train,1
"Philadelphia, US",3,2026-01-23 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-24 04:00:00+00:00,train,1
"Boston, Massachusetts US",3,2026-01-24 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-01-24 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-24 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",3,2026-01-24 04:00:00+00:00,train,1
"Louisville, Kentucky, US",3,2026-01-24 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-24 04:00:00+00:00,train,1
"Memphis, US",3,2026-01-24 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-24 04:00:00+00:00,train,0
"newyork, US",3,2026-01-24 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-24 04:00:00+00:00,train,1
"Philadelphia, US",3,2026-01-24 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-25 04:00:00+00:00,train,1
"Boston, Massachusetts US",3,2026-01-25 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-25 04:00:00+00:00,train,1
"Indianapolis, US",3,2026-01-25 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",3,2026-01-25 04:00:00+00:00,train,1
"Louisville, Kentucky, US",3,2026-01-25 04:00:00+00:00,train,1
"Lubbock, Texaas, US",3,2026-01-25 04:00:00+00:00,train,1
"Memphis, US",3,2026-01-25 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-25 04:00:00+00:00,train,1
"newyork, US",3,2026-01-25 04:00:00+00:00,train,1
"Oklahoma, US",3,2026-01-25 04:00:00+00:00,train,1
"Philadelphia, US",3,2026-01-25 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-26 04:00:00+00:00,train,1
"Boston, Massachusetts US",3,2026-01-26 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-26 04:00:00+00:00,train,1
"Indianapolis, US",3,2026-01-26 04:00:00+00:00,train,1
"Little Rock, Arkansas, US",3,2026-01-26 04:00:00+00:00,train,1
"Louisville, Kentucky, US",3,2026-01-26 04:00:00+00:00,train,1
"Lubbock, Texaas, US",3,2026-01-26 04:00:00+00:00,train,1
"Memphis, US",3,2026-01-26 04:00:00+00:00,train,1
"Nashville, Tennessee, US",3,2026-01-26 04:00:00+00:00,train,1
"newyork, US",3,2026-01-26 04:00:00+00:00,train,1
"Oklahoma, US",3,2026-01-26 04:00:00+00:00,train,1
"Philadelphia, US",3,2026-01-26 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-27 04:00:00+00:00,train,0
"Boston, Massachusetts US",3,2026-01-27 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-27 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-27 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-27 04:00:00+00:00,train,0
"Louisville, Kentucky, US",3,2026-01-27 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-27 04:00:00+00:00,train,1
"Memphis, US",3,2026-01-27 04:00:00+00:00,train,0
"Nashville, Tennessee, US",3,2026-01-27 04:00:00+00:00,train,0
"newyork, US",3,2026-01-27 04:00:00+00:00,train,1
"Oklahoma, US",3,2026-01-27 04:00:00+00:00,train,0
"Philadelphia, US",3,2026-01-27 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-28 04:00:00+00:00,train,0
"Boston, Massachusetts US",3,2026-01-28 04:00:00+00:00,train,1
"College Park, Maryland, US",3,2026-01-28 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-28 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-28 04:00:00+00:00,train,0
"Louisville, Kentucky, US",3,2026-01-28 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-28 04:00:00+00:00,train,0
"Memphis, US",3,2026-01-28 04:00:00+00:00,train,0
"Nashville, Tennessee, US",3,2026-01-28 04:00:00+00:00,train,1
"newyork, US",3,2026-01-28 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-28 04:00:00+00:00,train,0
"Philadelphia, US",3,2026-01-28 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-29 04:00:00+00:00,train,0
"Boston, Massachusetts US",3,2026-01-29 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-01-29 04:00:00+00:00,train,0
"Indianapolis, US",3,2026-01-29 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",3,2026-01-29 04:00:00+00:00,train,0
"Louisville, Kentucky, US",3,2026-01-29 04:00:00+00:00,train,0
"Lubbock, Texaas, US",3,2026-01-29 04:00:00+00:00,train,0
"Memphis, US",3,2026-01-29 04:00:00+00:00,train,0
"Nashville, Tennessee, US",3,2026-01-29 04:00:00+00:00,train,1
"newyork, US",3,2026-01-29 04:00:00+00:00,train,0
"Oklahoma, US",3,2026-01-29 04:00:00+00:00,train,0
"Philadelphia, US",3,2026-01-29 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-30 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-01-30 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-01-31 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-01-31 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-01 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-02-01 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-02 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-02-02 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-03 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-02-03 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-04 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-02-04 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-05 04:00:00+00:00,train,0
"College Park, Maryland, US",3,2026-02-05 04:00:00+00:00,train,0
"Arlington, Texaas, US",3,2026-02-06 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",4,2026-01-21 04:00:00+00:00,train,1
"Louisville, Kentucky, US",4,2026-01-21 04:00:00+00:00,train,1
"Lubbock, Texaas, US",4,2026-01-21 04:00:00+00:00,train,0
"Memphis, US",4,2026-01-21 04:00:00+00:00,train,1
"Nashville, Tennessee, US",4,2026-01-21 04:00:00+00:00,train,0
"newyork, US",4,2026-01-21 04:00:00+00:00,train,0
"Oklahoma, US",4,2026-01-21 04:00:00+00:00,train,0
"Philadelphia, US",4,2026-01-21 04:00:00+00:00,train,0
"Arlington, Texaas, US",4,2026-01-22 04:00:00+00:00,train,0
"Boston, Massachusetts US",4,2026-01-22 04:00:00+00:00,train,1
"College Park, Maryland, US",4,2026-01-22 04:00:00+00:00,train,0
"Little Rock, Arkansas, US",4,2026-01-22 04:00:00+00:00,train,0
"Louisville, Kentucky, US",4,2026-01-22 04:00:00+00:00,train,1
"Lubbock, Texaas, US",4,2026-01-22 04:00:00+00:00,train,0
"Memphis, US",4,2026-01-22 04:00:00+00:00,train,1
"Nashville, Tennessee, US",4,2026-01-22 04:00:00+00:00,train,0
